node1	26.827751	-16.770335	-18.732057
node2	-26.347826	-18.146739	-18.701087
node3	22.234375	-3.234375	-21.546875
node4	-22.432234	-4.915751	-21.369963
node5	29.915408	9.796576	-36.926485
node6	-31.436059	8.287212	-36.997904
node7	49.351579	8.909474	-35.006316
node8	-50.632743	6.20354	-33.70354
node9	24.154993	-16.244411	-27.499255
node10	-24.855908	-17.726225	-26.974063
node11	55.061281	-13.206128	-1.275766
node12	-54.817869	-15.863918	-0.410997
node13	59.309524	-20.681973	-17.431973
node14	50.752589	-7.762946	-34.382048
node15	-51.352217	-10.130542	-33.729064
node16	-59.743219	-22.74141	-17.128391
node17	34.479365	-15.168254	-34.349206
node18	-35.518355	-17.33627	-32.41116
node19	-36.013342	1.260841	-1.110073
node20	38.147186	-9.258297	4.152958
node21	35.262683	13.13867	-4.782413
node22	-23.788698	-94.105651	-9.054054
node23	-43.085842	-79.74136	13.458194
node24	-27.095833	-80.795833	33.39375
node25	-38.762357	-75.378327	-11.165399
node26	-22.970297	-94.053748	14.981612
node27	44.560575	-75.977413	12.644764
node28	24.423841	-91.968212	17.690066
node29	25.221843	-91.567691	-7.510808
node30	31.012128	-77.587652	34.480706
node31	38.960581	-74.018672	-11.209544
node32	-5.034915	25.589973	23.670546
node33	5.575518	24.675222	24.923988
node34	-4.126957	-31.638261	34.925217
node35	5.355372	-29.840909	36.36157
node36	-35.099757	55.518248	5.248175
node37	-35.111111	4.563307	54.22739
node38	-38.143001	41.697885	23.450151
node39	-45.336856	14.982827	34.760898
node40	-32.410635	30.218612	43.255539
node41	44.890698	17.337209	34.111628
node42	34.716129	57.189247	3.546237
node43	33.466488	32.989276	41.798928
node44	36.403531	7.808323	53.553594
node45	38.663405	44.745597	22.107632
node46	-16.431965	-49.688985	2.142549
node47	-29.515358	-43.642776	-15.576792
node48	-59.354062	-43.031093	4.794383
node49	-52.66453	-61.82265	10.365385
node50	-54.214953	-44.009346	-19.549065
node51	-49.836872	-60.055866	-12.605587
node52	49.189071	-57.866667	-13.04918
node53	56.02864	-41.861575	-18.391408
node54	58.851986	-38.889892	6.185921
node55	53.347392	-57.889012	10.335183
node56	30.81768	-43.040884	-17.18011
node57	18.43871	-45.2	1.28172
node58	-52.574648	-30.994366	20.470423
node59	-60.942993	-36.543943	33.456057
node60	-51.772288	-61.24812	29.338346
node61	-48.351648	-45.059829	47.006105
node62	-39.114839	-66.425806	45.643871
node63	60.245199	-29.376662	39.051699
node64	42.557419	-63.767742	45.39871
node65	54.332066	-26.641318	21.959442
node66	54.43254	-53.220238	29.06746
node67	48.350962	-43.211538	47.754808
node68	-12.727513	8.701058	9.798942
node69	13.373913	9.73913	10.037267
node70	-7.536232	8.26087	-9.623188
node71	7.033333	8.8	-8.766667
node72	-25.461358	0.932084	0.131148
node73	25.537367	2.932384	-0.346382
node74	-15.231771	-26.606771	4.083333
node75	-8.31211	-13.518102	7.153558
node76	9.275	-12.1525	7.0775
node77	15.627717	-25.51087	4.369565
node78	-19.240741	-2.453704	-1.861111
node79	19.950249	-1.59204	-1.651741
node85	-48.137848	-7.736397	44.62636
node86	-18.919118	-19.455882	63.453431
node87	-53.926761	1.51831	14.583099
node88	46.880689	-6	46.469865
node89	19.135135	-18.571835	64.295875
node90	55.239899	3.234848	17.714646
node93	-26.022263	49.966605	-15.317254
node94	25.136364	50.216783	-15.895105
node95	-49.140684	14.980989	13.942966
node96	-46.69556	30.729387	-1.211416
node97	47.524027	31.157895	-0.686499
node98	50.277048	16.634985	13.193124
node99	-11.75	64.95122	5.158537
node100	-12.650206	18.611111	56.098765
node101	-11.957179	54.229219	27.198992
node102	-6.727273	48.818182	-7.13369
node103	-11.947929	38.591716	43.775148
node104	-12.691176	-2.472426	63.8125
node105	5.253589	48.435407	-4.966507
node106	14.599816	-2.277829	63.402024
node107	9.538983	66.098305	3.966102
node108	12.087701	38.872727	43.942246
node109	13.477273	19.165289	56.599174
node110	10.396064	55.116851	26.710947
node111	-28.861714	-33.741714	57.771429
node112	-54.738544	-15.57053	25.345912
node113	27.5553	-32.152074	59.285714
node114	55.108055	-12.428291	25.88998
node115	-6.605882	-52.058824	45.238235
node116	-8.92029	-62.690821	21.243961
node117	-12.929376	-72.902764	46.153531
node118	-14.47088	-57.244114	65.251549
node119	-32.536842	-51.568421	57.931579
node120	33.190539	-49.130092	55.587385
node121	6.957865	-50.429775	46.75
node122	10.566308	-59.648746	21.567503
node123	14.475666	-71.592287	48.181818
node124	15.694511	-54.026253	67.281623
node125	-8.170264	-82.618705	-6.170264
node126	-15.86631	-60.451872	-5.858289
node127	8.481236	-80.03532	-2.969095
node128	16.063889	-57.708333	-4.744444
node129	-6.32381	-83.094372	16.907359
node130	9.394915	-79.50678	19.208475
node131	-10.70607	39.472843	-21.124601
node132	10.510638	38.674304	-21.361702
node133	-41.774295	37.711599	-15.253918
node134	42.054201	40.780488	-15.00271
node135	-27.829091	20.450909	-19.850909
node136	27.59792	22.616984	-18.755633
node137	-8.716418	-17.164179	-14.447761
node138	8.918919	-17.243243	-14.702703
node139	-4.22069	25.048276	-10.082759
node140	2.740741	24.82963	-9.525926
node141	-2.375	12.708333	-8.583333
node142	2.666667	12.974359	-7.897436
node143	-3.959184	39.360544	-6.585034
node144	3.767442	37.55814	-6.325581
node145	-49.165354	11.899213	-19.455118
node146	48.513644	13.739968	-19.5313
node147	0.289855	-25.763768	-14.569565
node148	0.698864	-36.392045	-41.526515
node149	-0.067416	-24.598099	-32.866033
node150	0.240918	-41.636711	-58.141491
node151	7.645853	-59.054986	-48.922647
node152	8.342541	-56.460405	-16.034991
node153	26.822816	-49.878641	-54.123786
node154	32.326786	-72.782143	-28.321429
node155	27.145072	-73.37763	-48.748616
node156	26.326276	-45.39477	-27.442092
node157	44.111212	-57.371012	-39.374658
node158	11.705474	-79.06091	-29.873554
node159	-26.344388	-46.658163	-27.071429
node160	-27.957207	-73.094595	-48.993243
node161	-45.137037	-58.357407	-38.594444
node162	-12.455777	-79.614343	-30.790438
node163	-32.920257	-73.479377	-28.681943
node164	-8.89573	-57.487587	-15.47567
node165	-29.907692	-49.204734	-53.138462
node166	-9.654224	-57.886051	-49.994106
node169	-13.889362	-58.12766	-36.085106
node170	14.826087	-57.930435	-36.391304
